-1,2,0,0,0,2,2682,1725,2682,3272,3455,3261,0,1000,1000,1000,0,2000,1
2,2,3,3,3,3,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,1
-2,-2,-2,-2,-2,-2,4764,30500,0,0,52829,41404,30500,0,0,52829,41404,22401,0
0,0,0,0,0,0,33147,54511,56167,28609,27660,27059,24511,6000,17000,1984,1100,1600,0
0,0,0,0,0,0,17771,18794,19062,19443,19849,20287,1311,1299,680,703,750,626,0
0,0,0,0,0,0,5444,5927,7106,7106,8106,9106,1321,1500,0,1000,1000,598,0
0,0,0,0,0,0,31179,30569,28659,26952,15852,0,2002,1400,600,1000,0,0,0
-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,20366,21084,22411,23624,23964,25661,1352,1679,1892,870,2096,0,0
1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,-1,-1,-1,-1,7064,1875,1814,8537,25576,13475,0,1814,8537,25576,13475,6000,0
0,0,-2,-2,-1,-1,195050,0,0,0,1000,0,0,0,0,1000,0,0,0
0,0,0,0,0,-2,18290,20144,19106,19292,0,0,2458,1200,386,1000,0,0,0
-1,-1,-1,-2,-1,-1,5379,2062,10515,4158,7958,-196,2065,10556,4170,7963,196,7083,0
1,2,2,2,2,2,22415,21146,23647,22984,24315,23155,0,3500,0,2000,0,2000,0
0,0,0,0,0,0,23447,24563,25650,26222,26800,27554,1500,1500,1000,1000,1200,4271,1
2,2,2,0,0,0,7919,8637,9339,10029,10615,11285,1000,1000,1000,900,1000,500,1
0,0,0,0,0,0,30139,8241,8398,8864,9301,10702,2000,2000,2000,2000,3000,1500,0
-1,-1,-1,-1,-1,-1,4890,3630,4882,10955,10435,1665,3630,4882,11034,10435,1665,3765,0
-1,-1,-1,-1,-1,-1,569,1436,3220,6592,5085,1050,1440,3224,6621,5396,1050,0,1
-1,-1,-1,-1,-1,-1,750,1224,3206,291,951,2941,1236,3537,291,951,2941,291,0
0,0,0,0,0,0,33197,34961,28913,29093,29306,29506,2407,2960,1029,1059,1073,1200,0
0,0,0,-2,-2,-2,32023,20233,0,0,0,0,10000,0,0,0,0,0,0
2,2,0,0,0,2,7180,6922,7849,8018,8884,8593,0,1200,300,1000,0,1000,1
-2,-2,-2,-2,-2,-2,-8,2046,0,409,872,1539,2054,0,409,872,1539,580,0
2,2,2,2,2,2,15234,16893,17834,17250,18470,18023,2200,1500,0,1500,0,1600,1
1,-2,-2,-2,-2,-1,2246,13990,20992,681,0,5180,13990,21060,681,0,5180,3820,0
0,0,0,0,0,0,41094,36554,37568,38314,39141,40231,1611,1625,1371,1444,1765,1283,1
0,0,0,0,0,0,27570,28820,29400,5124,6874,7654,2000,1200,1000,2000,1000,1979,0
0,0,0,0,0,0,71515,70287,61892,26779,25464,25993,3679,2305,924,1069,1100,1110,0
-1,-1,-1,-2,-1,-1,697,500,0,0,461,-3,505,0,0,461,3,0,0
0,0,0,0,0,0,27947,27035,27876,26640,25896,25481,2000,1800,1500,1500,1500,1500,0
0,0,2,2,0,0,62312,66965,67648,66020,67386,68336,5856,2311,0,2377,2000,1881,0
-1,-1,0,0,-2,-2,10439,11501,12113,-33,2748,90,11501,1000,33,2871,90,0,0
0,0,0,0,0,2,52271,56788,60049,60876,65178,45933,6000,5000,1902,5000,0,5000,0
-1,-1,-1,-1,-1,-1,1994,1598,6944,7161,1534,11248,1606,6978,7196,1541,11304,483,1
0,0,2,2,2,2,21590,24326,23642,25936,25384,26905,3400,0,3000,0,2100,0,1
-1,0,0,0,2,0,82742,153791,85601,108984,105275,117635,10077,27785,30000,23,20000,3406,0
0,0,0,-2,-2,-2,50380,38712,0,0,0,0,4000,0,0,0,0,0,0
0,0,0,0,0,0,106417,103587,56676,47332,45171,47092,9026,6000,2000,2000,3000,4006,0
1,-1,-1,-1,-1,-1,2788,5646,13647,30848,15520,558,5646,13901,30848,15520,558,26733,0
0,0,0,0,0,0,18630,15996,16304,14973,20542,15810,1502,1200,300,7000,8000,4000,0
0,0,0,0,0,0,85538,79875,82853,82747,44143,38488,3500,4502,3518,2003,3001,3000,0
-1,0,0,0,0,0,5154,6016,7056,7310,9943,12849,1060,1100,310,3000,3000,6100,0
-1,-1,-1,-1,-1,-1,776,1616,776,776,776,776,1616,776,776,776,776,776,1
1,-2,-2,-2,-2,-2,-800,-2685,-6144,-7905,-10213,-11060,0,0,0,0,0,0,0
0,0,0,0,0,0,207982,196055,182099,185925,188224,186529,8644,6445,15934,7016,6753,6008,0
0,0,0,0,0,0,105217,107857,110177,60137,62035,64034,4326,4533,2337,3035,3034,3101,0
-1,-1,-1,-1,-1,-1,21251,33746,8689,41652,9031,14106,33840,8689,41652,9031,14106,6680,0
0,0,0,0,0,0,132258,133781,133834,132336,132614,132208,6900,7000,7000,6000,5500,6000,0
-1,-1,-1,-1,-1,-1,776,1172,380,776,1172,380,1172,380,776,1172,380,776,1
-1,-1,-1,-1,-1,-1,1051,671,291,1051,291,671,671,291,1051,291,671,1051,0
-1,-1,-1,-1,-1,-1,331,331,331,331,-1,199,332,332,332,0,200,0,0
-2,-2,-2,-2,-2,-2,264,264,2227,1357,1357,4500,264,2227,1357,1357,4500,1357,0
-1,-1,-1,-1,-1,-1,10350,3629,3271,6271,2135,2546,3629,3271,6271,2135,2546,4877,1
-2,-2,-2,-2,-2,-2,2419,28965,44179,37145,46733,46963,29062,44385,40682,46873,47104,52448,0
0,0,0,0,0,0,101249,101476,94893,101301,101451,99319,3642,4230,10000,3582,5000,4133,0
0,0,0,0,0,0,23165,24515,25592,24949,26846,26908,1723,1800,1100,2300,1000,1300,0
0,0,0,0,0,0,101038,66734,64018,64656,65341,66277,4215,3221,2066,1864,1895,1883,0
-2,-1,-1,-1,-1,-1,33332,163500,60560,104734,41018,6258,163500,70160,104734,41018,6258,70356,0
-1,-1,-1,0,0,0,3152,0,4956,10148,6979,8353,0,4956,200,2000,1500,500,0
0,0,0,0,0,0,18922,19486,19917,20017,20146,20221,1329,1310,680,705,728,690,0
0,0,0,0,0,0,121895,107315,115214,83649,59993,62813,4500,10000,11000,3000,4000,3000,1
2,2,0,0,0,0,186806,166153,157633,145423,146202,144685,0,6908,5200,5400,5700,9101,0
0,0,0,0,0,0,86037,84679,82490,78890,75240,75639,5000,5000,4000,3500,3000,4000,0
0,0,0,-1,2,2,60130,59744,44031,48089,44789,30423,2550,1848,6084,38,4,70,0
1,-1,-1,-1,-1,-1,0,567,4027,3100,2123,4899,567,4059,3100,2123,4899,3165,0
-1,-1,-1,-1,-1,-1,816,803,2599,0,2311,2194,803,2800,0,2311,2542,236,0
-1,-1,-1,0,0,-1,23351,30960,180473,58839,21334,19080,30972,180519,1177,0,19080,133504,0
0,0,-1,0,-1,-1,37353,24797,5549,22349,2974,0,1012,5549,17000,3322,0,2633,0
-1,-1,-1,-1,0,-1,390,390,390,1878,390,930,390,390,1878,0,930,0,1
0,0,0,0,0,0,48088,45980,44231,32489,26354,20221,2000,2010,3000,3000,3000,1000,0
0,0,-2,-2,-1,0,42200,0,0,0,15883,16617,0,0,0,15883,1000,792,0
0,0,0,0,0,0,185723,166726,160181,161469,104232,151726,8009,6402,6715,4625,50086,5458,0
2,-1,-1,-1,-1,-1,254,2746,1885,2216,1348,29873,6840,1885,2216,1348,29873,1000,0
0,0,-2,-1,0,0,23900,0,0,150,205150,0,0,0,150,205000,0,0,0
0,0,0,0,0,0,425349,435873,445129,452162,258010,221780,14347,15000,12406,9279,6078,0,1
0,0,0,0,0,0,40992,35215,29156,18891,19443,19478,2026,2021,1000,1001,1000,707,0
-1,-1,0,0,0,0,19261,81961,61189,38875,17876,13313,81975,1480,3000,1000,3000,10024,0
-1,-1,-2,-2,-2,-2,402,-2760,-3650,-3650,-3650,-3650,0,0,0,0,0,0,0
0,0,-1,-1,-1,-1,19805,19900,390,390,0,780,1000,390,390,0,780,0,1
-2,-2,-2,-2,-2,-2,24089,51408,27067,40359,51264,34874,52398,27787,40569,53500,35051,120391,0
0,0,0,0,0,0,386437,393742,392625,368365,377858,362132,15000,15000,15000,15000,15000,20000,0
0,0,0,0,2,0,58819,59810,56566,30627,30203,28648,3000,1768,3954,1000,1500,1200,0
-1,-1,-1,-1,-1,-1,25663,14224,17560,3300,1920,2731,14224,17560,3300,1920,2731,0,0
1,2,2,2,2,2,14008,13493,17259,16684,18017,17581,0,4000,0,1600,0,3000,1
0,0,0,0,0,0,19760,18570,17604,11973,9517,6799,1376,1383,1000,455,1500,2200,0
0,0,0,0,0,0,274558,256910,229566,148812,53157,47998,10700,11014,5800,1820,2000,2000,1
0,0,0,0,0,0,116486,105604,96945,74171,70012,62256,4353,3294,5000,8300,5000,5000,0
2,2,2,2,2,2,142064,144900,146534,147955,145488,155041,6600,5500,5310,0,12000,0,1
0,0,0,0,0,0,60058,49647,43968,41127,39137,28712,1834,1608,1559,1630,1300,1000,0
-2,-2,-2,-2,-1,-1,0,0,0,0,2330,0,0,0,0,2330,0,0,1
0,0,0,0,0,0,78717,75873,68602,54617,55987,53895,3300,3300,2000,2200,2100,1900,0
-2,-2,0,0,0,0,18803,18376,19342,19081,19799,18718,36147,1281,658,1000,1000,760,1
-2,-2,-2,-2,-2,-2,0,570,0,0,0,0,570,0,0,0,0,0,0
2,0,0,-2,-2,-2,172488,72050,0,0,0,0,3450,0,0,0,0,0,1
0,0,0,0,0,0,34664,17242,18417,18877,18985,18184,1500,1500,1000,800,2000,1000,0
1,3,2,2,0,0,31305,30527,30789,29504,30276,29695,0,1060,0,1251,1078,1243,1
-1,-1,-1,-1,-1,-1,6708,1098,1908,1589,9918,-16586,1098,2000,1589,9918,1157,0,0
-1,2,2,-2,-2,-2,1111,820,-311,-602,-893,-1184,0,0,0,0,0,0,1
1,-1,-1,-1,-1,-2,0,2000,1620,8010,0,0,2000,1620,8080,0,0,0,0
0,0,0,0,0,0,304329,292848,279138,252703,248895,244026,14027,16800,11600,11000,10000,30000,0
0,0,0,0,0,0,96066,98277,88202,48179,49426,50534,4400,4000,2000,2000,1900,1700,0
-1,-1,-1,-1,-1,-1,16093,11163,11657,9423,9726,11070,11197,11657,9423,9726,11070,7976,0
0,0,0,0,0,0,99247,101194,81194,70590,72040,73423,4268,2725,2505,3000,3000,3000,0
-1,-1,-1,-1,-2,-2,8727,2553,147,0,0,0,3011,147,0,0,0,0,0
-1,-1,-1,-1,-1,-1,1784,892,946,946,946,946,892,1000,946,946,946,946,0
0,0,0,0,0,0,204773,188704,185257,188344,179764,167051,8038,6000,5083,5000,5036,5000,0
0,0,0,0,0,0,49619,43435,41719,38072,33802,30435,2072,1689,1046,1025,928,277,0
0,0,2,3,2,2,33849,36798,37890,37131,38381,39585,3817,2000,150,2000,2000,1600,0
1,-2,-2,-2,-1,-1,0,0,0,0,222,6345,0,0,0,222,6345,2000,0
1,6,5,4,3,2,8257,8001,7741,7481,7075,6815,0,0,0,0,0,700,1
0,0,0,0,0,0,407331,403816,386053,389008,392650,391336,15043,14000,14003,14011,15003,14009,0
0,0,0,0,0,0,49819,50135,32101,17401,19820,17399,1672,1246,574,3000,649,285,0
-1,-1,-1,-1,-1,-1,7572,18847,16615,14156,9058,3281,18920,16615,14156,9058,3281,5971,0
0,0,-1,2,0,0,21998,15299,32514,26479,27396,27789,2063,33730,0,1500,1000,1019,0
-2,-2,-2,-2,-2,-2,0,0,320,2139,0,0,0,320,2139,0,0,0,0
0,0,0,-1,0,0,3656,4400,0,1704,3715,-105,1000,0,1704,2011,0,1649,0
2,2,2,0,0,2,46017,47188,46134,47063,50034,51063,2200,0,2000,3900,2000,0,1
2,2,2,2,2,2,33895,33068,35704,36173,36796,37288,0,3200,1500,1500,1400,1500,1
0,0,-1,-1,0,-1,92265,93873,1473,2946,1473,540,5000,1473,2946,0,540,780,0
0,0,0,0,0,0,41003,42032,42699,43617,44509,45420,1733,1400,1300,1271,1300,4500,0
0,0,0,0,0,2,119312,116259,103438,49319,91191,82168,20021,40354,20000,43608,103,10000,0
0,0,0,0,0,0,27358,28612,29183,28983,13100,0,2000,1500,0,500,0,0,0
-1,-1,-1,-1,-1,-1,430,430,702,430,430,430,430,702,430,430,430,860,1
-1,0,0,0,2,0,164015,155235,151267,149478,145041,107495,9320,4894,3301,3,4994,116880,0
0,0,0,0,0,0,48797,47153,43238,17253,16307,16651,1864,1811,594,587,1000,1000,0
0,0,0,0,0,0,31132,45718,62992,62473,69837,69898,20000,20000,2500,11056,3000,4377,0
-2,-2,-1,0,0,0,0,1110,12192,7639,1722,4064,1110,12192,300,191,4064,390,0
2,2,2,2,2,2,16039,17080,17302,17521,17893,18252,1600,800,800,800,800,0,1
0,0,0,0,0,0,89928,81721,76947,46589,47730,49488,3416,4142,1700,1888,2710,1500,0
2,2,2,0,0,0,39465,42829,41845,42844,43999,45110,4000,0,2000,2000,2000,2000,1
0,0,0,0,0,0,32755,31325,28034,29753,30601,33083,2000,3000,2000,3000,3000,1000,0
0,0,0,0,0,0,84985,84247,81619,30095,20639,7849,4000,2048,1300,1700,401,180,0
-1,-1,-1,-1,-1,-1,555,712,712,712,862,712,712,712,712,862,712,1840,1
-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,161159,165071,173443,179686,197458,138218,8000,13000,10000,20000,7000,7000,0
0,-1,-1,-1,-1,0,21170,9698,7360,6380,11937,6378,9734,7373,6380,11937,1000,6881,0
1,2,2,2,2,2,85997,83779,88577,86365,91105,89347,0,7200,0,6200,24,3300,0
1,-1,-1,-2,-1,-1,0,4866,0,0,5916,0,4866,0,0,5916,0,0,1
0,0,0,0,0,0,36806,38212,39141,35524,30842,17043,2000,2000,8156,30000,1644,1209,0
1,-1,2,-1,-1,-1,-819,35457,819,2145,17000,23698,36276,0,2145,17000,23698,411,0
1,-1,-1,-1,-2,-2,0,1313,880,0,0,0,1313,883,0,0,0,0,0
0,0,0,-2,-2,-2,64942,66775,0,0,0,0,4000,0,0,0,0,0,1
1,3,7,6,7,8,72652,90461,89011,96593,105083,103522,20000,0,10000,10000,0,0,1
0,0,0,-2,-1,0,53935,57997,-3,-3,2987,1993,5000,0,0,2990,6,2409,0
0,0,0,0,0,0,14451,15774,16780,16807,17158,17500,1504,1510,537,556,559,658,0
0,0,0,0,0,-1,60246,74832,126778,82611,71338,29756,40000,85000,139,20000,29761,70000,0
0,0,0,0,0,0,106093,95060,90948,84986,84491,72248,4410,6500,9500,10000,9000,8000,0
-2,-2,-2,-2,-2,-2,1473,390,390,390,390,0,390,390,390,390,0,780,0
0,0,0,0,0,0,27388,29016,26941,27491,6726,0,2075,1000,550,135,0,0,0
1,2,0,0,0,0,57046,51005,48572,49299,47126,48215,0,2100,2500,2000,2250,1200,0
-1,-1,-1,-1,-1,-1,6057,9418,7667,6222,9435,7235,9418,7667,6222,9435,7235,8840,0
0,0,0,0,0,0,35064,38195,39233,39577,42996,46319,4000,2000,2000,4000,4000,4000,0
0,0,0,0,-1,-1,110417,89301,82057,27666,20226,276422,3757,2299,618,2636,326889,8689,0
0,0,0,0,0,0,185268,326074,276519,251815,218706,165666,160444,10143,7190,6283,5208,4177,0
-1,-1,-1,-1,-1,-1,22237,5683,1632,1632,22379,8901,6695,1632,1632,22379,8901,4852,0
-1,-1,-1,-1,-1,-1,578,7124,7620,0,4788,0,7129,7620,0,4788,0,7026,0
3,2,2,2,3,2,20424,19809,22478,24111,23447,24951,0,3000,2300,0,2500,0,0
0,0,0,0,0,0,26524,23224,23141,22160,21478,20441,1500,1700,1000,1000,1000,1500,0
-1,-1,-1,-1,-1,-1,780,0,390,390,390,390,0,390,390,390,390,390,1
-1,-1,-1,-1,-1,-1,1561,1239,7315,10730,1686,9445,1239,7352,10730,1686,9445,3444,0
0,0,0,0,2,0,56256,57685,58156,61103,59358,60060,3000,2688,5163,0,2358,2472,0
0,0,-1,-1,0,0,457627,38692,4549,16885,6440,7440,1000,4549,16885,129,1000,0,0
-2,-1,-1,-1,0,0,0,204,-810,2190,810,0,204,0,3000,0,0,0,0
0,0,0,-1,-1,-1,25700,28677,22081,3428,67,1832,5009,2000,5000,0,3332,0,0
0,0,0,-2,-2,-2,5660,1150,0,0,0,0,2000,0,0,0,0,0,0
0,0,0,0,0,0,184501,177846,167934,169133,175175,146093,7627,6003,5504,10158,6000,6012,0
0,0,0,0,0,0,34819,30937,30348,23459,23200,21281,2006,2022,1002,1007,1000,1008,0
0,0,0,-2,-2,-2,2508,3448,-202,-202,950,0,1000,202,0,1152,0,1000,0
1,-2,-2,-1,2,2,0,0,0,300,150,780,0,0,300,0,630,0,1
-2,-2,-2,-2,-2,-2,264,264,264,264,414,264,264,264,264,414,264,264,0
0,0,0,0,0,-1,8488,10179,11901,11901,9336,9054,2000,2000,0,0,9054,2000,1
0,0,0,0,0,0,139762,143515,147037,146117,145884,147645,6000,6000,4818,5000,5000,4500,0
0,0,0,0,0,0,221268,219545,216317,181012,181435,183283,8700,8500,6300,6700,7200,5300,1
0,0,0,0,0,0,169699,170309,167876,170610,173643,178083,6200,7000,5716,5982,7000,5500,0
0,0,0,0,0,0,65793,26665,22630,14573,15127,12596,2000,1400,291,1500,5000,2000,0
0,0,0,0,0,0,10172,12400,14256,16859,17477,21588,3000,3000,4000,4000,5000,5000,0
0,0,0,0,0,0,18510,19418,21097,21759,22421,23061,1500,2000,1000,1000,1000,1203,0
0,0,0,0,0,0,169260,161760,154424,147137,138240,125866,6600,6170,5100,4726,4555,4375,0
0,0,0,0,-1,-1,24008,21231,14323,7722,4689,-3614,3000,5000,2822,5000,0,6500,0
-1,-1,-1,2,2,2,390,707,1320,930,780,240,1097,1003,0,240,0,780,1
-2,-2,-2,-2,-1,-1,1891,2438,2280,746,1989,1668,2637,2280,746,1989,1668,2605,0
-1,-1,-1,-1,-1,-1,628,662,596,630,664,598,700,600,700,700,600,1400,0
2,-1,-1,0,0,-2,1314,168,1080,1080,0,0,170,1080,0,0,0,2500,1
0,0,0,0,0,0,449790,450047,453770,396600,392879,398478,17610,17500,13810,14100,14520,15000,0
1,-1,-1,-1,2,2,0,20087,2110,300,150,650,20087,2200,600,0,500,0,1
0,0,0,0,0,0,238971,245515,248969,253896,259403,264352,10381,9036,9066,9576,9426,9435,1
0,0,0,0,0,0,98441,95169,93718,89712,82809,76334,4000,4250,5000,3241,3500,7000,0
0,0,0,0,0,0,38921,45577,46496,40244,39903,8629,12000,5000,3000,10000,1000,1838,0
-1,-1,-1,-1,-1,-1,2049,0,351,631,13359,384,0,351,631,13359,384,487,0
-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,20877,21909,22922,23376,23866,24339,1369,1382,836,866,870,902,0
0,0,0,0,0,0,217800,189016,137788,106713,96588,22743,7261,5170,4054,4500,1225,110000,0
2,2,0,0,0,2,203101,185384,149839,142404,120918,87005,311,38024,8105,10117,37,5264,1
-1,-1,-2,-2,-2,-2,499,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,104850,101705,93489,95033,96941,108463,3600,4277,4000,3600,13203,4500,0
0,0,0,0,0,0,325445,202853,57051,161651,182265,0,10000,15000,105000,55000,0,0,0
0,0,0,0,-1,0,50477,22472,20148,4708,5000,5028,3000,5000,500,5000,500,500,0
0,0,0,0,0,0,66114,69436,72560,76169,77988,69293,5000,5000,5000,3000,5000,5000,0
0,0,0,0,0,-1,88345,90260,87535,89335,19715,4709,3360,1947,2000,10000,4709,82400,0
0,0,0,0,0,0,23070,18806,20183,21540,25775,0,1700,2000,2000,5000,0,0,0
0,0,0,0,0,0,331003,332829,274467,275341,280913,270448,15110,11019,9502,9579,9026,8719,0
0,0,2,0,0,0,47726,51161,48310,50332,47492,50782,5500,0,3000,3000,5000,0,1
-1,0,-1,-1,-1,-1,20272,11294,16873,1143,4317,14940,1000,16906,1143,4317,14940,0,0
1,2,2,2,2,2,8722,9592,9289,10140,10417,10104,1157,0,1008,584,0,198,0
2,2,2,2,2,2,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0,1
0,0,0,0,0,0,107669,107529,73323,51125,46879,45538,3536,2821,3963,3147,2670,725,0
-2,-2,-2,-2,-2,-2,3785,1137,377,5763,3952,412,1142,377,5763,3952,412,1294,0
0,0,0,0,0,0,67864,65062,66447,49103,45830,46769,2620,2730,1936,1700,1700,2000,0
3,2,2,0,0,0,29657,30320,28991,29066,29340,30786,1763,0,1178,1223,2435,1200,1
-1,-1,-1,-1,-1,-1,11085,45677,27951,17255,10400,18776,45697,27951,17307,10400,18776,2944,0
0,0,0,0,0,0,81960,81757,83046,84034,77659,77180,3005,3000,3000,3000,3000,5000,0
0,0,-1,0,0,0,4485,4843,15992,14897,12792,10042,1000,16000,600,1000,500,0,0
1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,-2,-2,-2,-2,4136,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,41073,43480,73960,2442,48063,48186,3100,1000,770,48012,1756,1894,0
0,0,0,0,0,0,158920,164353,167455,99297,59888,44262,8000,7000,5000,5000,5000,20000,0
2,2,0,0,0,0,34985,34146,35271,35986,36905,37641,0,2000,1300,1500,1500,1576,1
-2,-2,-2,-2,-2,-2,830,-6,-6,657,2088,150,0,0,663,2088,150,594,0
0,-1,0,0,-1,-1,19318,19067,17858,326,326,326,19067,5000,0,326,326,326,0
1,2,0,0,0,0,20498,19692,20498,19898,19906,18586,0,1600,0,398,0,0,1
0,0,0,0,0,0,96910,92934,99528,100341,102585,108567,10000,7004,5000,5003,7345,7000,0
-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-2,-2,-2,-2,-2,-2000,-2000,-2000,-2000,-2000,-2000,0,0,0,0,0,0,1
0,0,0,0,2,0,90118,88435,90147,94425,92853,93816,4110,4101,6623,0,3503,3360,0
0,0,0,2,0,0,28566,32876,39120,38339,42679,46953,5000,7000,0,5000,5000,5000,0
-2,-1,0,0,0,0,1200,990,9079,11186,10159,11734,990,8089,2186,1159,1734,1200,0
-1,-1,-1,-1,-1,0,2191,1140,12656,1693,303,12303,1140,12656,1700,500,12000,0,0
0,0,0,0,0,0,35176,36193,44157,48322,21593,13866,2504,10004,5178,1047,2019,1004,1
1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2,2,2,2,2,38503,40118,41199,42264,43083,43471,2500,2000,2000,1600,1200,2000,1
0,0,0,0,0,0,56171,60250,63574,71941,75882,75619,5000,5000,10000,5000,5000,5000,0
1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,24973,24974,25566,23427,28229,31355,5000,5000,2100,5229,3355,4598,0
2,0,-1,-1,-1,0,38947,37799,3,18080,12227,13296,2000,1000,19000,12500,2000,2000,1
0,0,0,0,0,0,48813,50789,49624,19880,20431,19559,5000,23000,838,1000,1000,1000,0
1,3,2,0,0,0,10438,10130,9738,9178,8398,0,0,0,0,0,0,0,0
2,2,2,2,2,2,135949,130625,117392,111478,109353,97612,8408,3500,3500,3600,0,3600,0
0,0,0,0,0,0,39236,39729,27068,28604,28199,58428,2094,1451,1987,1039,1500,1200,1
0,0,0,0,0,0,129719,133702,133758,80055,69672,33194,6070,3521,5000,5000,5004,5029,0
1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,3,3,4,6,453985,470915,471175,486776,503914,527711,25704,9464,25065,25703,33000,215,0
-2,-2,-2,-2,-2,-2,14619,1881,13750,9837,7785,14460,12484,13961,9838,7785,14460,14195,0
0,0,2,0,0,0,16735,20373,12071,12567,13949,14318,4008,0,1000,1600,600,532,0
-2,-1,-1,-1,0,-1,8657,6847,18762,22928,3129,2398,6847,18762,22928,0,2398,23149,0
0,0,0,0,0,0,15050,16203,16891,15474,14612,16354,2000,1300,2000,1000,2000,1000,0
0,0,0,0,0,2,14769,15271,15383,14548,16274,15650,1573,1512,504,2770,613,14,0
0,0,2,0,0,0,121374,125965,102527,103337,105942,101830,8200,3000,4000,4500,4000,4200,0
0,-1,-1,-1,-1,-1,8000,8288,8000,0,8000,0,8288,8000,0,8000,0,0,0
